param,value,bwt,forgetting,final_avg_acc,elapsed_seconds,run_dir
lr,0.0003,0.054440235690235705,0.005787037037037035,0.30941358024691357,162.8338499069214,results\er\sens_lr_0.0003_seed0_mem200_subj01-02-03
lr,0.001,-0.03657407407407409,0.03657407407407409,0.3111672278338945,157.04989075660706,results\er\sens_lr_0.001_seed0_mem200_subj01-02-03
lr,0.003,0.009006734006734018,0.0046296296296296224,0.3822109988776656,154.32455968856812,results\er\sens_lr_0.003_seed0_mem200_subj01-02-03
